customer_id,customer_type,industry_segment,region,credit_limit,customer_rating,first_purchase_date,last_purchase_date,customer_tenure_days,recency_days,delivered_order_count,total_revenue,average_order_value,recency_segment,frequency_segment,monetary_segment,recency_score,frequency_score,monetary_score,retention_score,churn_risk_score,churn_risk_class,retention_class,retention_priority_score,retention_priority_rank
C0379,Retail,Mining,West,22642,3,2019-03-29,2024-12-15,2105,17,41,64194052.6,1565708.6,Very Recent Customer,Very High Frequency,Medium-High Value,100,80.0,70.19999999999999,87.55,12.45,Very Low Churn Risk,Highly Retained,7.39,454
C0469,Government,Manufacturing,North,959081,1,2019-01-04,2024-12-18,2189,14,40,68502617.4,1712565.435,Very Recent Customer,Very High Frequency,High Value,100,76.4,79.0,88.85,11.15,Very Low Churn Risk,Highly Retained,7.06,455
C0272,Government,Construction,North,963398,1,2019-09-01,2024-12-13,1949,19,39,75550922.6,1937203.1435897434,Very Recent Customer,High Frequency,High Value,100,71.7,90.2,90.48,9.52,Very Low Churn Risk,Highly Retained,6.65,456
C0425,Dealer,Manufacturing,South,197706,3,2019-01-17,2024-12-09,2176,23,41,67882732.6,1655676.4048780487,Very Recent Customer,Very High Frequency,High Value,100,80.0,77.60000000000001,89.4,10.6,Very Low Churn Risk,Highly Retained,6.65,457
C0186,Fleet Owner,Infrastructure,East,198216,3,2019-02-17,2024-12-11,2145,21,40,70676837.0,1766920.925,Very Recent Customer,Very High Frequency,High Value,100,76.4,83.2,89.9,10.1,Very Low Churn Risk,Highly Retained,6.6,458
C0374,Corporate,Manufacturing,West,309830,5,2019-03-07,2024-12-10,2127,22,41,68389697.6,1668041.4048780487,Very Recent Customer,Very High Frequency,High Value,100,80.0,78.4,89.6,10.4,Very Low Churn Risk,Highly Retained,6.57,459
C0326,Government,Mining,East,1143072,4,2019-03-14,2024-12-30,2120,2,42,66177447.4,1575653.5095238094,Very Recent Customer,Very High Frequency,Medium-High Value,100,83.1,74.0,89.28,10.72,Very Low Churn Risk,Highly Retained,6.56,460
C0004,Fleet Owner,Logistics,South,506336,3,2019-03-21,2024-12-31,2113,1,46,60843242.8,1322679.1913043477,Very Recent Customer,Very High Frequency,Medium-High Value,100,93.2,61.0,88.55,11.45,Very Low Churn Risk,Highly Retained,6.44,461
C0049,Dealer,Manufacturing,South,116389,5,2019-01-25,2024-12-25,2168,7,39,82316206.2,2110671.953846154,Very Recent Customer,High Frequency,High Value,100,71.7,95.19999999999999,91.72,8.28,Very Low Churn Risk,Highly Retained,6.3,462
C0331,Dealer,Logistics,North,270715,2,2019-04-12,2024-12-15,2091,17,42,67826105.8,1614907.280952381,Very Recent Customer,Very High Frequency,High Value,100,83.1,77.4,90.12,9.88,Very Low Churn Risk,Highly Retained,6.19,463
C0284,Corporate,Manufacturing,East,948858,1,2019-01-09,2024-12-23,2184,9,41,69641823.4,1698581.0585365854,Very Recent Customer,Very High Frequency,High Value,100,80.0,81.8,90.45,9.55,Very Low Churn Risk,Highly Retained,6.15,464
C0395,Corporate,Manufacturing,East,680072,1,2019-02-21,2024-12-20,2141,12,44,64514679.8,1466242.7227272727,Very Recent Customer,Very High Frequency,Medium-High Value,100,88.0,71.0,89.75,10.25,Very Low Churn Risk,Highly Retained,6.11,465
C0459,Retail,Logistics,East,16763,5,2019-03-10,2024-12-14,2124,18,41,71816909.8,1751631.9463414634,Very Recent Customer,Very High Frequency,High Value,100,80.0,84.39999999999999,91.1,8.9,Very Low Churn Risk,Highly Retained,5.91,466
C0270,Corporate,Manufacturing,North,711134,2,2019-03-27,2024-12-20,2107,12,43,68114112.8,1584049.134883721,Very Recent Customer,Very High Frequency,High Value,100,85.39999999999999,78.0,90.85,9.15,Very Low Churn Risk,Highly Retained,5.76,467
C0306,Fleet Owner,Manufacturing,East,126541,1,2019-07-19,2024-12-16,1993,16,42,69813587.0,1662228.261904762,Very Recent Customer,Very High Frequency,High Value,100,83.1,82.19999999999999,91.32,8.68,Very Low Churn Risk,Highly Retained,5.6,468
C0276,Dealer,Manufacturing,Central,337657,3,2019-01-08,2024-12-29,2185,3,44,67350598.6,1530695.4227272726,Very Recent Customer,Very High Frequency,High Value,100,88.0,76.4,91.1,8.9,Very Low Churn Risk,Highly Retained,5.54,469
C0301,Dealer,Mining,East,388632,5,2019-01-13,2024-12-19,2180,13,46,63821535.6,1387424.6869565218,Very Recent Customer,Very High Frequency,Medium-High Value,100,93.2,69.19999999999999,90.6,9.4,Very Low Churn Risk,Highly Retained,5.54,470
C0206,Retail,Construction,West,29675,3,2019-01-08,2024-12-11,2185,21,40,89674652.2,2241866.305,Very Recent Customer,Very High Frequency,High Value,100,76.4,98.4,93.7,6.3,Very Low Churn Risk,Highly Retained,5.22,471
C0070,Government,Logistics,West,549454,3,2019-02-04,2024-12-20,2158,12,41,76883391.4,1875204.668292683,Very Recent Customer,Very High Frequency,High Value,100,80.0,91.2,92.8,7.2,Very Low Churn Risk,Highly Retained,5.12,472
C0282,Government,Logistics,East,1271863,2,2019-01-17,2024-12-24,2176,8,44,69381309.6,1576847.9454545453,Very Recent Customer,Very High Frequency,High Value,100,88.0,80.60000000000001,92.15,7.85,Very Low Churn Risk,Highly Retained,5.03,473
C0113,Corporate,Logistics,South,965190,2,2019-01-13,2024-12-23,2180,9,41,78713400.0,1919839.024390244,Very Recent Customer,Very High Frequency,High Value,100,80.0,92.80000000000001,93.2,6.8,Very Low Churn Risk,Highly Retained,4.95,474
C0109,Retail,Mining,South,47756,1,2019-01-14,2024-12-09,2179,23,44,69451949.0,1578453.3863636365,Very Recent Customer,Very High Frequency,High Value,100,88.0,81.2,92.3,7.7,Very Low Churn Risk,Highly Retained,4.94,475
C0411,Corporate,Mining,South,621936,5,2019-07-14,2024-12-12,1998,20,43,72229183.0,1679748.441860465,Very Recent Customer,Very High Frequency,High Value,100,85.39999999999999,85.6,92.75,7.25,Very Low Churn Risk,Highly Retained,4.84,476
C0045,Corporate,Rental,East,495460,4,2019-02-02,2024-12-15,2160,17,42,75275350.60000001,1792270.2523809527,Very Recent Customer,Very High Frequency,High Value,100,83.1,89.8,93.22,6.78,Very Low Churn Risk,Highly Retained,4.72,477
C0250,Government,Infrastructure,East,886619,2,2019-03-08,2024-12-20,2126,12,43,74416923.4,1730626.1255813956,Very Recent Customer,Very High Frequency,High Value,100,85.39999999999999,89.0,93.6,6.4,Very Low Churn Risk,Highly Retained,4.4,478
C0257,Corporate,Logistics,North,443957,1,2019-01-18,2024-12-23,2175,9,43,76189558.0,1771850.1860465116,Very Recent Customer,Very High Frequency,High Value,100,85.39999999999999,90.60000000000001,94.0,6.0,Very Low Churn Risk,Highly Retained,4.22,479
C0478,Retail,Rental,North,15416,1,2019-02-04,2024-12-29,2158,3,44,75901402.2,1725031.8681818182,Very Recent Customer,Very High Frequency,High Value,100,88.0,90.4,94.6,5.4,Very Low Churn Risk,Highly Retained,3.79,480
C0244,Government,Logistics,North,1113022,3,2019-05-06,2024-12-09,2067,23,44,77550764.4,1762517.3727272728,Very Recent Customer,Very High Frequency,High Value,100,88.0,92.4,95.1,4.9,Very Low Churn Risk,Highly Retained,3.51,481
C0490,Government,Logistics,West,1262928,3,2019-01-26,2024-12-29,2167,3,44,84742703.8,1925970.5409090908,Very Recent Customer,Very High Frequency,High Value,100,88.0,96.0,96.0,4.0,Very Low Churn Risk,Highly Retained,3.13,482
C0356,Dealer,Mining,East,277333,2,2019-03-16,2024-12-05,2118,27,45,79690881.0,1770908.4666666666,Very Recent Customer,Very High Frequency,High Value,100,91.0,93.60000000000001,96.15,3.85,Very Low Churn Risk,Highly Retained,2.84,483
C0294,Government,Infrastructure,South,826435,4,2019-03-26,2024-12-27,2108,5,45,79772077.0,1772712.822222222,Very Recent Customer,Very High Frequency,High Value,100,91.0,93.8,96.2,3.8,Very Low Churn Risk,Highly Retained,2.8,484
C0403,Government,Construction,East,954046,4,2019-02-19,2024-12-10,2143,22,45,80523517.0,1789411.4888888889,Very Recent Customer,Very High Frequency,High Value,100,91.0,94.39999999999999,96.35,3.65,Very Low Churn Risk,Highly Retained,2.72,485
C0082,Fleet Owner,Manufacturing,West,432697,3,2019-03-17,2024-12-18,2117,14,46,77500928.6,1684802.7956521737,Very Recent Customer,Very High Frequency,High Value,100,93.2,92.2,96.35,3.65,Very Low Churn Risk,Highly Retained,2.61,486
C0142,Retail,Manufacturing,West,34620,1,2019-02-06,2024-12-08,2156,24,45,84828043.0,1885067.6222222222,Very Recent Customer,Very High Frequency,High Value,100,91.0,96.2,96.8,3.2,Very Low Churn Risk,Highly Retained,2.51,487
C0291,Retail,Construction,South,34183,2,2019-03-13,2024-12-03,2121,29,46,79064597.0,1718795.5869565217,Very Recent Customer,Very High Frequency,High Value,100,93.2,93.2,96.6,3.4,Very Low Churn Risk,Highly Retained,2.48,488
C0069,Dealer,Logistics,North,413414,2,2019-02-18,2024-12-11,2144,21,47,77108269.8,1640601.485106383,Very Recent Customer,Very High Frequency,High Value,100,95.1,91.60000000000001,96.68,3.32,Very Low Churn Risk,Highly Retained,2.37,489
C0215,Corporate,Rental,South,647280,5,2019-02-28,2024-12-24,2134,8,49,73940925.4,1508998.4775510204,Very Recent Customer,Very High Frequency,High Value,100,97.89999999999999,88.6,96.62,3.38,Very Low Churn Risk,Highly Retained,2.31,490
C0201,Dealer,Infrastructure,South,468119,4,2019-02-01,2024-12-13,2161,19,47,80475593.0,1712246.6595744682,Very Recent Customer,Very High Frequency,High Value,100,95.1,94.19999999999999,97.32,2.68,Very Low Churn Risk,Highly Retained,1.99,491
C0046,Retail,Rental,West,14743,3,2019-02-03,2024-12-09,2159,23,46,87078641.0,1893013.9347826086,Very Recent Customer,Very High Frequency,High Value,100,93.2,97.39999999999999,97.65,2.35,Very Low Churn Risk,Highly Retained,1.89,492
C0466,Retail,Manufacturing,South,17753,3,2019-03-19,2024-12-13,2115,19,47,88329161.4,1879343.859574468,Very Recent Customer,Very High Frequency,High Value,100,95.1,97.6,98.18,1.82,Very Low Churn Risk,Highly Retained,1.49,493
C0165,Fleet Owner,Manufacturing,North,364580,4,2019-02-27,2024-12-24,2135,8,50,79168592.4,1583371.8480000002,Very Recent Customer,Very High Frequency,High Value,100,98.6,93.4,98.0,2.0,Very Low Churn Risk,Highly Retained,1.46,494
C0304,Dealer,Construction,North,177177,5,2019-01-26,2024-12-25,2167,7,48,86460648.4,1801263.5083333335,Very Recent Customer,Very High Frequency,High Value,100,96.8,97.0,98.45,1.55,Very Low Churn Risk,Highly Retained,1.24,495
C0483,Corporate,Rental,North,511858,1,2019-02-20,2024-12-18,2142,14,47,96130859.2,2045337.4297872342,Very Recent Customer,Very High Frequency,High Value,100,95.1,99.6,98.68,1.32,Very Low Churn Risk,Highly Retained,1.17,496
C0107,Fleet Owner,Construction,North,412425,1,2019-01-16,2024-12-11,2177,21,49,85196217.6,1738698.318367347,Very Recent Customer,Very High Frequency,High Value,100,97.89999999999999,96.39999999999999,98.57,1.43,Very Low Churn Risk,Highly Retained,1.13,497
C0178,Dealer,Logistics,East,178736,1,2019-01-22,2024-12-09,2171,23,54,89493824.6,1657293.048148148,Very Recent Customer,Very High Frequency,High Value,100,99.4,97.8,99.3,0.7,Very Low Churn Risk,Highly Retained,0.58,498
C0475,Fleet Owner,Construction,East,306605,3,2019-01-19,2024-12-18,2174,14,55,94883375.2,1725152.2763636364,Very Recent Customer,Very High Frequency,High Value,100,99.7,99.4,99.78,0.22,Very Low Churn Risk,Highly Retained,0.19,499
C0153,Retail,Rental,East,32014,4,2019-01-17,2024-12-12,2176,20,56,108200489.6,1932151.5999999999,Very Recent Customer,Very High Frequency,High Value,100,100.0,100.0,100.0,0.0,Very Low Churn Risk,Highly Retained,0.0,500
