customer_id,customer_type,industry_segment,region,delivered_order_count,total_revenue,average_order_value,median_order_value,minimum_order_value,maximum_order_value,average_products_per_order,average_units_per_order,total_units_purchased,total_product_revenue,order_value_std,order_value_cv_pct,basket_size_class,order_value_segment,basket_frequency_segment,basket_value_score,basket_behaviour_class,action_focus,basket_behaviour_rank
C0014,Fleet Owner,Construction,East,27,41523847.6,1537920.28,1003357.8,18703.6,6099062.2,5.3,65.78,1776,32598320,1632691.67,106.16,Small Basket,Medium-Low Order Value,Medium Frequency,24.54,Low Basket Customer,Increase basket breadth through complementary-product recommendations,429
C0112,Fleet Owner,Mining,South,33,46248326.6,1401464.44,930166.0,16284.0,4683623.8,5.48,64.79,2138,36333120,1189644.97,84.89,Small Basket,Low Order Value,Medium Frequency,24.5,Low Basket Customer,Increase basket breadth through complementary-product recommendations,430
C0345,Retail,Infrastructure,West,40,50444735.6,1261118.39,932518.5,50944.0,3820328.8,5.35,60.12,2405,39617420,1012627.82,80.3,Small Basket,Low Order Value,High Frequency,24.3,Low Basket Customer,Increase basket breadth through complementary-product recommendations,431
C0388,Fleet Owner,Infrastructure,West,27,39389408.6,1458866.99,1159995.8,12806.4,4168206.0,5.56,61.48,1660,30890020,1199294.09,82.21,Small Basket,Medium-Low Order Value,Medium Frequency,24.04,Low Basket Customer,Increase basket breadth through complementary-product recommendations,432
C0427,Corporate,Mining,West,41,53149424.2,1296327.42,990205.4,14443.2,5854806.0,5.17,57.61,2362,41731940,1220157.35,94.12,Small Basket,Low Order Value,High Frequency,23.96,Low Basket Customer,Increase basket breadth through complementary-product recommendations,433
C0090,Government,Infrastructure,North,43,51915256.6,1207331.55,1005752.6,9322.0,6481463.0,5.3,61.56,2647,40810370,1134842.16,94.0,Small Basket,Low Order Value,High Frequency,23.82,Low Basket Customer,Increase basket breadth through complementary-product recommendations,434
C0285,Government,Infrastructure,West,47,54036327.8,1149709.1,865370.0,7398.6,4378257.4,5.19,58.04,2728,42474460,1087449.05,94.58,Small Basket,Low Order Value,Very High Frequency,23.68,Low Basket Customer,Increase basket breadth through complementary-product recommendations,435
C0480,Government,Infrastructure,West,34,48525468.6,1427219.66,1114404.6,13688.0,5308869.0,5.26,64.68,2199,38076520,1373049.76,96.2,Small Basket,Low Order Value,Medium Frequency,23.67,Low Basket Customer,Increase basket breadth through complementary-product recommendations,436
C0132,Corporate,Construction,Central,37,49004629.4,1324449.44,1281338.0,6796.8,3205911.0,5.27,61.76,2285,38534330,998610.02,75.4,Small Basket,Low Order Value,High Frequency,23.09,Low Basket Customer,Increase basket breadth through complementary-product recommendations,437
C0299,Retail,Logistics,South,34,48095055.8,1414560.46,857773.8,28928.0,4495570.8,5.26,69.15,2351,37822560,1374062.85,97.14,Small Basket,Low Order Value,Medium Frequency,22.97,Low Basket Customer,Increase basket breadth through complementary-product recommendations,438
C0487,Dealer,Mining,South,26,39512216.0,1519700.62,1140510.2,19753.2,4751228.0,5.35,68.65,1785,31063950,1423588.12,93.68,Small Basket,Medium-Low Order Value,Medium Frequency,22.7,Low Basket Customer,Increase basket breadth through complementary-product recommendations,439
C0108,Corporate,Rental,North,24,31126705.0,1296946.04,1105239.5,172673.0,3825977.8,5.88,67.42,1618,24485250,1019243.21,78.59,Small Basket,Low Order Value,Low Frequency,22.45,Low Basket Customer,Increase basket breadth through complementary-product recommendations,440
C0170,Government,Construction,South,27,38882680.4,1440099.27,1545842.0,2454.4,4381708.2,5.52,64.56,1743,30542780,1159738.55,80.53,Small Basket,Low Order Value,Medium Frequency,22.42,Low Basket Customer,Increase basket breadth through complementary-product recommendations,441
C0451,Government,Manufacturing,East,37,49725150.4,1343922.98,1136703.0,2265.6,4044780.4,5.11,58.84,2177,38981780,1073132.6,79.85,Small Basket,Low Order Value,High Frequency,22.06,Low Basket Customer,Increase basket breadth through complementary-product recommendations,442
C0317,Corporate,Manufacturing,South,32,43291415.2,1352856.72,943900.1,7823.4,4685412.0,5.5,65.19,2086,34026890,1363121.83,100.76,Small Basket,Low Order Value,Medium Frequency,21.86,Low Basket Customer,Increase basket breadth through complementary-product recommendations,443
C0248,Fleet Owner,Rental,West,30,45208412.0,1506947.07,1309435.2,15399.0,4133960.0,5.1,60.3,1809,35510400,1181137.65,78.38,Small Basket,Medium-Low Order Value,Medium Frequency,21.84,Low Basket Customer,Increase basket breadth through complementary-product recommendations,444
C0118,Retail,Rental,South,32,41835680.2,1307365.01,1295171.4,10620.0,3393812.8,5.59,65.94,2110,32892640,1041906.74,79.7,Small Basket,Low Order Value,Medium Frequency,21.82,Low Basket Customer,Increase basket breadth through complementary-product recommendations,445
C0350,Dealer,Logistics,North East,32,41227777.0,1288368.03,948079.0,245339.0,5104022.0,5.66,60.5,1936,32353150,1027007.18,79.71,Small Basket,Low Order Value,Medium Frequency,21.75,Low Basket Customer,Increase basket breadth through complementary-product recommendations,446
C0252,Retail,Construction,South,34,45321304.6,1332979.55,999835.5,22089.6,6635572.0,5.44,60.82,2068,35584220,1435250.82,107.67,Small Basket,Low Order Value,Medium Frequency,21.66,Low Basket Customer,Increase basket breadth through complementary-product recommendations,447
C0238,Corporate,Construction,South,30,36717219.2,1223907.31,962582.2,1227.2,4072917.8,5.83,61.93,1858,28891440,1055430.78,86.23,Small Basket,Low Order Value,Medium Frequency,21.65,Low Basket Customer,Increase basket breadth through complementary-product recommendations,448
C0182,Dealer,Infrastructure,East,29,40856091.0,1408830.72,1069197.0,5900.0,4896967.4,5.52,67.45,1956,32105700,1326565.75,94.16,Small Basket,Low Order Value,Medium Frequency,21.61,Low Basket Customer,Increase basket breadth through complementary-product recommendations,449
C0393,Retail,Rental,East,39,51240981.8,1313871.33,1037152.4,65254.0,3663191.2,4.92,56.21,2192,40195010,1033116.35,78.63,Very Small Basket,Low Order Value,High Frequency,21.58,Low Basket Customer,Increase basket breadth through complementary-product recommendations,450
C0212,Retail,Infrastructure,North East,31,45262151.0,1460069.39,909142.0,32509.0,5706286.0,5.23,58.87,1825,35519950,1419097.76,97.19,Small Basket,Medium-Low Order Value,Medium Frequency,21.5,Low Basket Customer,Increase basket breadth through complementary-product recommendations,451
C0432,Fleet Owner,Mining,South,37,49310040.8,1332703.81,984179.0,94090.0,5069256.0,5.08,59.59,2205,38717560,1167951.01,87.64,Small Basket,Low Order Value,High Frequency,21.26,Low Basket Customer,Increase basket breadth through complementary-product recommendations,452
C0496,Government,Infrastructure,East,37,48190097.0,1302435.05,713664.0,3422.0,4298239.2,5.19,59.86,2215,37818650,1195367.9,91.78,Small Basket,Low Order Value,High Frequency,21.02,Low Basket Customer,Increase basket breadth through complementary-product recommendations,453
C0351,Corporate,Rental,East,34,44776790.6,1316964.43,905834.2,8142.0,3714941.8,5.44,64.91,2207,35183170,1100498.26,83.56,Small Basket,Low Order Value,Medium Frequency,20.76,Low Basket Customer,Increase basket breadth through complementary-product recommendations,454
C0104,Fleet Owner,Infrastructure,South,34,42120081.4,1238825.92,806967.7,24638.4,4805164.2,5.56,63.12,2146,33092730,1115388.26,90.04,Small Basket,Low Order Value,Medium Frequency,20.52,Low Basket Customer,Increase basket breadth through complementary-product recommendations,455
C0412,Corporate,Infrastructure,East,32,43246987.6,1351468.36,1085106.5,6844.0,6620601.6,5.47,59.28,1897,33987820,1389961.51,102.85,Small Basket,Low Order Value,Medium Frequency,20.46,Low Basket Customer,Increase basket breadth through complementary-product recommendations,456
C0402,Fleet Owner,Rental,South,35,43498305.2,1242808.72,1059898.0,3068.0,5610895.8,5.49,61.8,2163,34212640,1268059.36,102.03,Small Basket,Low Order Value,High Frequency,20.36,Low Basket Customer,Increase basket breadth through complementary-product recommendations,457
C0194,Fleet Owner,Construction,South,33,48202752.8,1460689.48,1064448.0,4023.8,5671845.0,4.27,51.64,1704,37787710,1415118.61,96.88,Very Small Basket,Medium-Low Order Value,Medium Frequency,20.26,Low Basket Customer,Increase basket breadth through complementary-product recommendations,458
C0089,Corporate,Rental,West,37,47111014.0,1273270.65,941960.6,7528.4,4914095.2,5.24,59.97,2219,37054300,1263429.21,99.23,Small Basket,Low Order Value,High Frequency,20.2,Low Basket Customer,Increase basket breadth through complementary-product recommendations,459
C0239,Government,Logistics,South,32,44962159.0,1405067.47,1012634.5,10620.0,5087964.6,5.22,58.06,1858,35255050,1302190.81,92.68,Small Basket,Low Order Value,Medium Frequency,19.2,Low Basket Customer,Increase basket breadth through complementary-product recommendations,460
C0028,Retail,Infrastructure,South,29,38208624.0,1317538.76,1080114.6,8555.0,5395666.0,5.59,63.55,1843,30031300,1226244.56,93.07,Small Basket,Low Order Value,Medium Frequency,18.96,Low Basket Customer,Increase basket breadth through complementary-product recommendations,461
C0100,Government,Construction,North,38,48373950.0,1272998.68,1137116.5,4295.2,4907120.0,4.97,62.18,2363,38016250,1027483.84,80.71,Very Small Basket,Low Order Value,High Frequency,18.95,Low Basket Customer,Increase basket breadth through complementary-product recommendations,462
C0147,Dealer,Rental,North,30,44007572.2,1466919.07,966257.5,13027.2,5020440.2,4.93,64.87,1946,34566290,1319053.8,89.92,Very Small Basket,Medium-Low Order Value,Medium Frequency,18.58,Low Basket Customer,Increase basket breadth through complementary-product recommendations,463
C0316,Dealer,Manufacturing,East,33,45390754.0,1375477.39,1179020.4,15292.8,3737367.8,5.18,59.03,1948,35655050,1133371.82,82.4,Small Basket,Low Order Value,Medium Frequency,18.52,Low Basket Customer,Increase basket breadth through complementary-product recommendations,464
C0092,Fleet Owner,Logistics,West,36,46760586.8,1298905.19,983801.5,1711.0,3742966.0,5.06,60.11,2164,36740510,1089731.2,83.9,Small Basket,Low Order Value,High Frequency,17.92,Low Basket Customer,Increase basket breadth through complementary-product recommendations,465
C0121,Government,Construction,West,34,47029566.2,1383222.54,945455.7,6844.0,5845552.0,4.91,54.5,1853,36904340,1619610.83,117.09,Very Small Basket,Low Order Value,Medium Frequency,17.78,Low Basket Customer,Increase basket breadth through complementary-product recommendations,466
C0078,Dealer,Rental,South,31,42565724.6,1373087.89,994019.0,13593.6,7385607.4,5.32,65.65,2035,33430220,1443455.9,105.12,Small Basket,Low Order Value,Medium Frequency,17.44,Low Basket Customer,Increase basket breadth through complementary-product recommendations,467
C0218,Fleet Owner,Construction,West,36,44324901.0,1231247.25,990913.4,1132.8,5348988.8,5.25,60.75,2187,34801450,1209074.31,98.2,Small Basket,Low Order Value,High Frequency,17.3,Low Basket Customer,Increase basket breadth through complementary-product recommendations,468
C0117,Government,Mining,North East,31,38951277.4,1256492.82,950730.8,6159.6,4164810.0,5.52,62.94,1951,30628680,987294.17,78.58,Small Basket,Low Order Value,Medium Frequency,16.42,Low Basket Customer,Increase basket breadth through complementary-product recommendations,469
C0180,Fleet Owner,Logistics,South,27,30093537.8,1114575.47,883630.4,7528.4,3324150.4,5.78,70.07,1892,23677460,878655.87,78.83,Small Basket,Low Order Value,Medium Frequency,16.22,Low Basket Customer,Increase basket breadth through complementary-product recommendations,470
C0164,Government,Construction,North,36,45625652.8,1267379.24,994564.9,22089.6,4555467.0,4.92,59.03,2125,35851210,1090749.54,86.06,Very Small Basket,Low Order Value,High Frequency,15.75,Low Basket Customer,Increase basket breadth through complementary-product recommendations,471
C0136,Dealer,Mining,West,37,45774176.2,1237139.9,799705.0,30975.0,5948912.4,4.73,55.16,2041,35915090,1421367.41,114.89,Very Small Basket,Low Order Value,High Frequency,15.38,Low Basket Customer,Increase basket breadth through complementary-product recommendations,472
C0003,Government,Logistics,West,38,44728031.8,1177053.47,840481.7,6218.6,3882112.0,4.71,56.95,2164,35112260,1136745.77,96.58,Very Small Basket,Low Order Value,High Frequency,15.16,Low Basket Customer,Increase basket breadth through complementary-product recommendations,473
C0277,Dealer,Logistics,West,36,43668914.6,1213025.41,1000681.3,37052.0,3182327.4,5.08,60.97,2195,34361720,918450.64,75.72,Small Basket,Low Order Value,High Frequency,15.16,Low Basket Customer,Increase basket breadth through complementary-product recommendations,474
C0091,Retail,Construction,South,30,39090471.8,1303015.73,1427996.0,11575.8,3106756.2,5.43,65.07,1952,30689510,935168.72,71.77,Small Basket,Low Order Value,Medium Frequency,15.06,Low Basket Customer,Increase basket breadth through complementary-product recommendations,475
C0262,Corporate,Logistics,North,26,36628894.0,1408803.62,1202388.1,26550.0,3976803.8,5.23,66.88,1739,28771050,1109335.06,78.74,Small Basket,Low Order Value,Medium Frequency,14.75,Low Basket Customer,Increase basket breadth through complementary-product recommendations,476
C0352,Corporate,Mining,South,30,40262666.2,1342088.87,933427.6,29913.0,5409128.0,5.27,60.63,1819,31581590,1308403.69,97.49,Small Basket,Low Order Value,Medium Frequency,14.7,Low Basket Customer,Increase basket breadth through complementary-product recommendations,477
C0037,Corporate,Construction,West,36,45505928.0,1264053.56,1225803.7,23895.0,3233264.4,4.69,51.67,1860,35689100,904248.3,71.54,Very Small Basket,Low Order Value,High Frequency,14.62,Low Basket Customer,Increase basket breadth through complementary-product recommendations,478
C0020,Dealer,Logistics,East,37,42586254.6,1150979.85,889728.0,1840.8,3845922.2,4.86,55.35,2048,33443220,1019736.89,88.6,Very Small Basket,Low Order Value,High Frequency,14.3,Low Basket Customer,Increase basket breadth through complementary-product recommendations,479
C0332,Corporate,Mining,South,35,44566684.4,1273333.84,910787.2,28032.0,4399446.0,4.83,61.46,2151,35068830,1074121.23,84.36,Very Small Basket,Low Order Value,High Frequency,14.03,Low Basket Customer,Increase basket breadth through complementary-product recommendations,480
C0019,Government,Logistics,East,37,42528118.4,1149408.61,843761.4,5475.2,3922270.8,4.57,51.49,1905,33389880,1065971.26,92.74,Very Small Basket,Low Order Value,High Frequency,13.26,Low Basket Customer,Increase basket breadth through complementary-product recommendations,481
C0204,Retail,Rental,South,31,39880662.0,1286472.97,751036.0,4389.6,4575790.0,5.29,61.71,1913,31359900,1295071.41,100.67,Small Basket,Low Order Value,Medium Frequency,13.16,Low Basket Customer,Increase basket breadth through complementary-product recommendations,482
C0155,Fleet Owner,Mining,East,31,41576324.2,1341171.75,910197.4,7375.0,6562880.0,4.94,58.0,1798,32588940,1416697.58,105.63,Very Small Basket,Low Order Value,Medium Frequency,12.92,Low Basket Customer,Increase basket breadth through complementary-product recommendations,483
C0309,Government,Manufacturing,West,31,38065991.6,1227935.21,894015.8,65507.0,5640815.8,5.35,58.81,1823,29869120,1224840.66,99.75,Small Basket,Low Order Value,Medium Frequency,12.18,Low Basket Customer,Increase basket breadth through complementary-product recommendations,484
C0452,Fleet Owner,Mining,South,35,40090449.2,1145441.41,929984.0,4531.2,3620890.0,4.83,61.23,2143,31479440,987750.5,86.23,Very Small Basket,Low Order Value,High Frequency,10.63,Low Basket Customer,Increase basket breadth through complementary-product recommendations,485
C0454,Government,Mining,West,33,41820500.6,1267287.9,797036.8,2194.8,6528011.6,4.3,54.85,1810,32847670,1577386.53,124.47,Very Small Basket,Low Order Value,Medium Frequency,10.52,Low Basket Customer,Increase basket breadth through complementary-product recommendations,486
C0336,Government,Rental,East,33,39095696.4,1184718.07,753497.0,10431.2,3683388.0,4.97,58.06,1916,30736480,1052728.2,88.86,Very Small Basket,Low Order Value,Medium Frequency,10.14,Low Basket Customer,Increase basket breadth through complementary-product recommendations,487
C0303,Corporate,Mining,West,27,32465859.6,1202439.24,757430.8,99456.0,4097614.8,5.44,63.37,1711,25492220,1096056.58,91.15,Small Basket,Low Order Value,Medium Frequency,9.91,Low Basket Customer,Increase basket breadth through complementary-product recommendations,488
C0007,Corporate,Manufacturing,West,31,36509378.2,1177721.88,776128.0,32615.2,4561288.0,5.26,61.55,1908,28648240,1092621.84,92.77,Small Basket,Low Order Value,Medium Frequency,9.9,Low Basket Customer,Increase basket breadth through complementary-product recommendations,489
C0139,Government,Mining,West,29,37337910.0,1287514.14,1196260.8,123286.4,4205273.6,5.07,59.62,1729,29295750,982488.84,76.31,Small Basket,Low Order Value,Medium Frequency,9.08,Low Basket Customer,Increase basket breadth through complementary-product recommendations,490
C0334,Corporate,Mining,South,33,37526956.6,1137180.5,499717.0,1699.2,4745344.0,4.85,56.55,1866,29449120,1330537.06,117.0,Very Small Basket,Low Order Value,Medium Frequency,8.32,Low Basket Customer,Increase basket breadth through complementary-product recommendations,491
C0145,Retail,Construction,West,33,34445949.4,1043816.65,805586.8,2053.2,4126201.2,4.88,55.06,1817,27079080,970899.13,93.01,Very Small Basket,Low Order Value,Medium Frequency,8.14,Low Basket Customer,Increase basket breadth through complementary-product recommendations,492
C0292,Corporate,Rental,Central,27,30979627.8,1147393.62,988298.4,2714.0,3850512.0,5.41,55.96,1511,24356960,1021158.77,89.0,Small Basket,Low Order Value,Medium Frequency,8.0,Low Basket Customer,Increase basket breadth through complementary-product recommendations,493
C0392,Fleet Owner,Logistics,East,31,38571708.8,1244248.67,827864.6,11788.2,6157542.0,4.71,55.52,1721,30249660,1505600.6,121.0,Very Small Basket,Low Order Value,Medium Frequency,7.88,Low Basket Customer,Increase basket breadth through complementary-product recommendations,494
C0456,Corporate,Mining,North,27,31514609.0,1167207.74,790144.0,5133.0,3923096.0,5.19,55.11,1488,24747800,1134901.25,97.23,Small Basket,Low Order Value,Medium Frequency,5.76,Low Basket Customer,Increase basket breadth through complementary-product recommendations,495
C0353,Dealer,Manufacturing,North,27,31979908.6,1184441.06,1112462.0,17700.0,2827593.4,5.0,62.22,1680,25154270,960258.99,81.07,Small Basket,Low Order Value,Medium Frequency,4.6,Low Basket Customer,Increase basket breadth through complementary-product recommendations,496
C0125,Government,Mining,West,30,31904862.6,1063495.42,1036740.3,5097.6,2862952.4,4.7,52.87,1586,25077820,800332.33,75.25,Very Small Basket,Low Order Value,Medium Frequency,3.94,Low Basket Customer,Increase basket breadth through complementary-product recommendations,497
C0061,Dealer,Construction,West,29,33890240.0,1168628.97,1108205.6,4531.2,3296744.6,4.45,46.62,1352,26564250,924134.2,79.08,Very Small Basket,Low Order Value,Medium Frequency,3.78,Low Basket Customer,Increase basket breadth through complementary-product recommendations,498
C0174,Government,Mining,West,29,29793255.0,1027353.62,611328.0,5900.0,3319520.4,4.72,58.9,1708,23386250,951221.42,92.59,Very Small Basket,Low Order Value,Medium Frequency,3.1,Low Basket Customer,Increase basket breadth through complementary-product recommendations,499
C0347,Retail,Mining,North,24,22536660.4,939027.52,722499.3,6785.0,2468224.0,4.92,55.08,1322,17721530,754552.45,80.35,Very Small Basket,Low Order Value,Low Frequency,1.53,Low Basket Customer,Increase basket breadth through complementary-product recommendations,500
