customer_id,delivered_order_count,first_purchase_date,last_purchase_date,total_revenue,average_days_between_orders,minimum_days_between_orders,maximum_days_between_orders,customer_active_days,purchase_period_years,orders_per_year,purchase_frequency_class,purchase_interval_class,repeat_customer_class,average_order_value,customer_type,industry_segment,region,credit_limit,current_balance,customer_rating,purchase_frequency_score,purchase_behaviour_class,purchase_priority_score,purchase_priority_rank
C0144,25,2019-04-02,2024-08-23,39589546.2,82.08,7.0,245.0,1970,5.39,4.64,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1583581.85,Fleet Owner,Construction,West,578368,178549,2,1,Low Engagement Customer,25,454
C0139,29,2019-03-13,2024-10-31,37337910.0,73.54,3.0,309.0,2059,5.64,5.14,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1287514.14,Government,Mining,West,825908,770729,2,1,Low Engagement Customer,25,455
C0143,27,2019-01-11,2024-08-02,44644618.2,78.08,4.0,374.0,2030,5.56,4.86,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1653504.38,Corporate,Infrastructure,South,915191,549312,3,1,Low Engagement Customer,25,456
C0137,21,2019-06-13,2024-06-10,42806442.6,91.2,4.0,333.0,1824,4.99,4.21,Low Frequency Customer,Long Purchase Gap,Repeat Customer,2038402.03,Dealer,Infrastructure,South,257346,114551,5,1,Low Engagement Customer,25,457
C0366,26,2019-03-09,2024-10-26,43711261.8,82.32,7.0,323.0,2058,5.63,4.61,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1681202.38,Corporate,Logistics,East,429866,27962,4,1,Low Engagement Customer,25,458
C0367,27,2019-02-28,2024-11-04,57592654.8,79.85,5.0,365.0,2076,5.68,4.75,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2133061.29,Fleet Owner,Logistics,South,747445,501548,2,1,Low Engagement Customer,25,459
C0133,29,2019-03-27,2024-04-07,51247358.0,65.64,4.0,503.0,1838,5.03,5.76,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1767150.28,Government,Mining,South,1144779,737832,1,1,Low Engagement Customer,25,460
C0388,27,2019-03-21,2024-12-12,39389408.6,80.5,1.0,319.0,2093,5.73,4.71,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1458866.99,Fleet Owner,Infrastructure,West,780698,677920,5,1,Low Engagement Customer,25,461
C0389,30,2019-04-04,2024-11-25,48796477.0,71.1,11.0,373.0,2062,5.65,5.31,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1626549.23,Retail,Mining,West,34342,20256,5,1,Low Engagement Customer,25,462
C0381,29,2019-07-06,2024-11-17,62038399.0,70.04,3.0,227.0,1961,5.37,5.4,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2139255.14,Corporate,Mining,South,571520,435086,4,1,Low Engagement Customer,25,463
C0117,31,2019-01-01,2024-08-12,38951277.4,68.33,0.0,212.0,2050,5.61,5.52,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1256492.82,Government,Mining,North East,856033,284259,3,1,Low Engagement Customer,25,464
C0115,29,2019-05-07,2024-11-28,44357793.6,72.57,4.0,252.0,2032,5.56,5.21,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1529579.09,Fleet Owner,Mining,South,666395,628219,5,1,Low Engagement Customer,25,465
C0122,31,2019-01-12,2024-11-05,48051119.4,70.8,1.0,232.0,2124,5.82,5.33,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1550036.11,Dealer,Rental,North East,351917,4859,2,1,Low Engagement Customer,25,466
C0125,30,2019-02-17,2024-12-09,31904862.6,73.17,1.0,288.0,2122,5.81,5.16,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1063495.42,Government,Mining,West,557944,302970,4,1,Low Engagement Customer,25,467
C0127,28,2019-03-01,2024-06-25,48960650.8,71.96,7.0,233.0,1943,5.32,5.26,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1748594.67,Government,Construction,East,1030275,912169,1,1,Low Engagement Customer,25,468
C0072,26,2019-06-15,2024-12-23,55369763.0,80.72,5.0,465.0,2018,5.52,4.71,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2129606.27,Government,Logistics,West,1196826,1192089,3,1,Low Engagement Customer,25,469
C0067,31,2019-05-29,2024-12-30,55575120.6,68.07,5.0,310.0,2042,5.59,5.54,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1792745.83,Retail,Manufacturing,West,34526,17171,3,1,Low Engagement Customer,25,470
C0091,30,2019-01-09,2024-09-07,39090471.8,71.31,0.0,242.0,2068,5.66,5.3,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1303015.73,Retail,Construction,South,48920,2123,2,1,Low Engagement Customer,25,471
C0097,26,2019-03-22,2024-12-16,47499351.2,83.84,0.0,305.0,2096,5.74,4.53,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1826898.12,Corporate,Construction,West,351063,253,5,1,Low Engagement Customer,25,472
C0095,29,2019-05-21,2024-12-26,55610118.2,73.07,1.0,478.0,2046,5.6,5.18,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1917590.28,Fleet Owner,Logistics,West,207876,37163,3,1,Low Engagement Customer,25,473
C0094,31,2019-01-18,2024-09-20,46343009.2,69.07,0.0,304.0,2072,5.67,5.46,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1494935.78,Corporate,Logistics,West,206889,166058,4,1,Low Engagement Customer,25,474
C0108,24,2019-01-03,2024-12-29,31126705.0,95.09,2.0,330.0,2187,5.99,4.01,Low Frequency Customer,Long Purchase Gap,Repeat Customer,1296946.04,Corporate,Rental,North,676059,420507,4,1,Low Engagement Customer,25,475
C0086,29,2019-01-12,2024-11-22,59655682.6,76.46,3.0,255.0,2141,5.86,4.95,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2057092.5,Retail,Construction,West,32547,1770,3,1,Low Engagement Customer,25,476
C0423,30,2019-02-25,2024-11-09,46894840.4,71.86,2.0,396.0,2084,5.71,5.26,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1563161.35,Dealer,Infrastructure,South,234222,160010,3,1,Low Engagement Customer,25,477
C0418,30,2019-03-18,2024-11-14,47167025.6,71.31,1.0,392.0,2068,5.66,5.3,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1572234.19,Government,Mining,West,1185942,749861,4,1,Low Engagement Customer,25,478
C0078,31,2019-01-31,2024-06-22,42565724.6,65.63,3.0,304.0,1969,5.39,5.75,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1373087.89,Dealer,Rental,South,166204,71681,1,1,Low Engagement Customer,25,479
C0079,31,2019-01-25,2024-11-28,47175266.2,71.13,1.0,249.0,2134,5.84,5.31,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1521782.78,Retail,Rental,North,28890,10702,5,1,Low Engagement Customer,25,480
C0444,30,2019-02-25,2024-01-08,50928809.0,61.31,1.0,324.0,1778,4.87,6.16,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1697626.97,Dealer,Manufacturing,South,403967,96858,1,1,Low Engagement Customer,25,481
C0430,27,2019-03-08,2024-10-11,44879330.8,78.62,2.0,232.0,2044,5.6,4.82,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1662197.44,Retail,Manufacturing,West,10552,5942,5,1,Low Engagement Customer,25,482
C0431,28,2019-06-09,2024-07-05,45787279.2,68.63,8.0,220.0,1853,5.07,5.52,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1635259.97,Government,Logistics,West,1284393,789154,5,1,Low Engagement Customer,25,483
C0437,30,2019-02-09,2024-12-21,46199550.2,73.86,1.0,249.0,2142,5.86,5.12,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1539985.01,Dealer,Mining,West,235226,34472,3,1,Low Engagement Customer,25,484
C0061,29,2019-01-29,2024-09-08,33890240.0,73.18,1.0,276.0,2049,5.61,5.17,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1168628.97,Dealer,Construction,West,362037,167542,4,1,Low Engagement Customer,25,485
C0053,27,2019-05-16,2024-09-18,45016037.4,75.08,2.0,395.0,1952,5.34,5.05,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1667260.64,Fleet Owner,Construction,North,406292,44107,5,1,Low Engagement Customer,25,486
C0445,28,2019-04-04,2024-12-28,57177744.4,77.59,5.0,298.0,2095,5.74,4.88,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2042062.3,Government,Mining,East,1283660,253336,2,1,Low Engagement Customer,25,487
C0050,27,2019-01-11,2024-12-14,56151044.8,83.23,3.0,335.0,2164,5.92,4.56,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2079668.33,Dealer,Mining,East,442160,257973,3,1,Low Engagement Customer,25,488
C0048,31,2019-04-05,2024-09-12,49413459.2,66.23,1.0,233.0,1987,5.44,5.7,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1593982.55,Dealer,Mining,South,424609,267683,3,1,Low Engagement Customer,25,489
C0047,30,2019-04-06,2024-08-25,57880918.0,67.86,1.0,159.0,1968,5.39,5.57,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1929363.93,Corporate,Rental,West,425838,329681,5,1,Low Engagement Customer,25,490
C0036,31,2019-06-26,2024-12-18,48929201.8,66.73,4.0,252.0,2002,5.48,5.66,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1578361.35,Fleet Owner,Construction,East,630421,352613,2,1,Low Engagement Customer,25,491
C0456,27,2019-02-23,2024-10-16,31514609.0,79.31,1.0,310.0,2062,5.65,4.78,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1167207.74,Corporate,Mining,North,265102,71426,4,1,Low Engagement Customer,25,492
C0033,30,2019-03-05,2024-12-12,49354094.2,72.72,8.0,183.0,2109,5.77,5.2,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1645136.47,Government,Mining,South,655166,632856,5,1,Low Engagement Customer,25,493
C0028,29,2019-01-22,2024-11-13,38208624.0,75.79,1.0,199.0,2122,5.81,4.99,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1317538.76,Retail,Infrastructure,South,45173,40670,3,1,Low Engagement Customer,25,494
C0018,31,2019-06-10,2024-11-14,49286607.8,66.13,1.0,194.0,1984,5.43,5.71,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1589890.57,Retail,Construction,West,49835,49052,2,1,Low Engagement Customer,25,495
C0473,26,2019-03-04,2024-11-15,42018356.8,83.32,0.0,506.0,2083,5.7,4.56,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1616090.65,Government,Rental,South,1339337,1213028,3,1,Low Engagement Customer,25,496
C0479,26,2019-02-22,2024-10-08,37716131.0,82.2,0.0,280.0,2055,5.63,4.62,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1450620.42,Retail,Construction,West,41285,5051,1,1,Low Engagement Customer,25,497
C0474,30,2019-01-11,2024-11-07,48230361.0,73.34,3.0,341.0,2127,5.82,5.15,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1607678.7,Government,Logistics,West,697497,64747,3,1,Low Engagement Customer,25,498
C0498,28,2019-03-01,2024-08-19,64864362.8,74.0,0.0,187.0,1998,5.47,5.12,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2316584.39,Fleet Owner,Construction,East,502514,14738,3,1,Low Engagement Customer,25,499
C0500,27,2019-01-06,2024-12-07,44474866.6,83.15,11.0,310.0,2162,5.92,4.56,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1647217.28,Corporate,Infrastructure,East,483892,363569,3,1,Low Engagement Customer,25,500
